8.579999999999999849e-01 1.419999999999999873e-01
6.999999999999999556e-01 2.999999999999999889e-01
8.579999999999999849e-01 1.419999999999999873e-01
6.999999999999999556e-01 2.999999999999999889e-01
8.579999999999999849e-01 1.419999999999999873e-01
9.899999999999999911e-01 1.000000000000000021e-02
6.999999999999999556e-01 2.999999999999999889e-01
8.579999999999999849e-01 1.419999999999999873e-01
8.579999999999999849e-01 1.419999999999999873e-01
5.849999999999999645e-01 4.149999999999999800e-01
3.290000000000000147e-01 6.701000000000000290e-01
2.999999999999999889e-01 6.999999999999999556e-01
4.540000000000000147e-01 5.451000000000000290e-01
4.540000000000000147e-01 5.451000000000000290e-01
3.290000000000000147e-01 6.701000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
9.899999999999999911e-01 1.000000000000000021e-02
3.290000000000000147e-01 6.701000000000000290e-01
4.540000000000000147e-01 5.451000000000000290e-01
6.999999999999999556e-01 2.999999999999999889e-01
8.579999999999999849e-01 1.419999999999999873e-01
3.290000000000000147e-01 6.701000000000000290e-01
9.899999999999999911e-01 1.000000000000000021e-02
3.290000000000000147e-01 6.701000000000000290e-01
9.899999999999999911e-01 1.000000000000000021e-02
4.540000000000000147e-01 5.451000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
3.290000000000000147e-01 6.701000000000000290e-01
9.899999999999999911e-01 1.000000000000000021e-02
8.579999999999999849e-01 1.419999999999999873e-01
8.579999999999999849e-01 1.419999999999999873e-01
4.540000000000000147e-01 5.451000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
7.196000000000000174e-01 2.803999999999999826e-01
4.540000000000000147e-01 5.451000000000000290e-01
9.899999999999999911e-01 1.000000000000000021e-02
3.290000000000000147e-01 6.701000000000000290e-01
2.999999999999999889e-01 6.999999999999999556e-01
8.579999999999999849e-01 1.419999999999999873e-01
4.540000000000000147e-01 5.451000000000000290e-01
5.849999999999999645e-01 4.149999999999999800e-01
3.290000000000000147e-01 6.701000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
8.579999999999999849e-01 1.419999999999999873e-01
3.290000000000000147e-01 6.701000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
9.899999999999999911e-01 1.000000000000000021e-02
8.579999999999999849e-01 1.419999999999999873e-01
5.849999999999999645e-01 4.149999999999999800e-01
3.290000000000000147e-01 6.701000000000000290e-01
7.196000000000000174e-01 2.803999999999999826e-01
8.579999999999999849e-01 1.419999999999999873e-01
7.196000000000000174e-01 2.803999999999999826e-01
9.899999999999999911e-01 1.000000000000000021e-02
6.999999999999999556e-01 2.999999999999999889e-01
5.849999999999999645e-01 4.149999999999999800e-01
3.290000000000000147e-01 6.701000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
9.899999999999999911e-01 1.000000000000000021e-02
7.196000000000000174e-01 2.803999999999999826e-01
9.899999999999999911e-01 1.000000000000000021e-02
9.899999999999999911e-01 1.000000000000000021e-02
5.849999999999999645e-01 4.149999999999999800e-01
5.849999999999999645e-01 4.149999999999999800e-01
3.290000000000000147e-01 6.701000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
8.579999999999999849e-01 1.419999999999999873e-01
8.579999999999999849e-01 1.419999999999999873e-01
3.290000000000000147e-01 6.701000000000000290e-01
9.899999999999999911e-01 1.000000000000000021e-02
7.196000000000000174e-01 2.803999999999999826e-01
8.579999999999999849e-01 1.419999999999999873e-01
8.579999999999999849e-01 1.419999999999999873e-01
9.899999999999999911e-01 1.000000000000000021e-02
8.579999999999999849e-01 1.419999999999999873e-01
9.899999999999999911e-01 1.000000000000000021e-02
2.999999999999999889e-01 6.999999999999999556e-01
9.899999999999999911e-01 1.000000000000000021e-02
7.196000000000000174e-01 2.803999999999999826e-01
7.196000000000000174e-01 2.803999999999999826e-01
8.579999999999999849e-01 1.419999999999999873e-01
9.899999999999999911e-01 1.000000000000000021e-02
2.999999999999999889e-01 6.999999999999999556e-01
5.849999999999999645e-01 4.149999999999999800e-01
8.579999999999999849e-01 1.419999999999999873e-01
8.579999999999999849e-01 1.419999999999999873e-01
9.899999999999999911e-01 1.000000000000000021e-02
8.579999999999999849e-01 1.419999999999999873e-01
2.999999999999999889e-01 6.999999999999999556e-01
2.999999999999999889e-01 6.999999999999999556e-01
8.579999999999999849e-01 1.419999999999999873e-01
7.196000000000000174e-01 2.803999999999999826e-01
8.579999999999999849e-01 1.419999999999999873e-01
8.579999999999999849e-01 1.419999999999999873e-01
9.899999999999999911e-01 1.000000000000000021e-02
9.899999999999999911e-01 1.000000000000000021e-02
7.196000000000000174e-01 2.803999999999999826e-01
7.196000000000000174e-01 2.803999999999999826e-01
8.579999999999999849e-01 1.419999999999999873e-01
6.999999999999999556e-01 2.999999999999999889e-01
6.999999999999999556e-01 2.999999999999999889e-01
3.290000000000000147e-01 6.701000000000000290e-01
4.540000000000000147e-01 5.451000000000000290e-01
3.290000000000000147e-01 6.701000000000000290e-01
2.999999999999999889e-01 6.999999999999999556e-01
9.899999999999999911e-01 1.000000000000000021e-02
4.540000000000000147e-01 5.451000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
9.899999999999999911e-01 1.000000000000000021e-02
8.579999999999999849e-01 1.419999999999999873e-01
9.899999999999999911e-01 1.000000000000000021e-02
4.540000000000000147e-01 5.451000000000000290e-01
7.196000000000000174e-01 2.803999999999999826e-01
4.540000000000000147e-01 5.451000000000000290e-01
3.290000000000000147e-01 6.701000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
4.540000000000000147e-01 5.451000000000000290e-01
7.196000000000000174e-01 2.803999999999999826e-01
3.290000000000000147e-01 6.701000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
6.999999999999999556e-01 2.999999999999999889e-01
8.579999999999999849e-01 1.419999999999999873e-01
5.849999999999999645e-01 4.149999999999999800e-01
3.290000000000000147e-01 6.701000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
5.849999999999999645e-01 4.149999999999999800e-01
9.899999999999999911e-01 1.000000000000000021e-02
2.999999999999999889e-01 6.999999999999999556e-01
4.540000000000000147e-01 5.451000000000000290e-01
6.999999999999999556e-01 2.999999999999999889e-01
5.849999999999999645e-01 4.149999999999999800e-01
4.540000000000000147e-01 5.451000000000000290e-01
4.540000000000000147e-01 5.451000000000000290e-01
4.540000000000000147e-01 5.451000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
7.196000000000000174e-01 2.803999999999999826e-01
9.899999999999999911e-01 1.000000000000000021e-02
5.849999999999999645e-01 4.149999999999999800e-01
4.540000000000000147e-01 5.451000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
6.999999999999999556e-01 2.999999999999999889e-01
8.579999999999999849e-01 1.419999999999999873e-01
4.540000000000000147e-01 5.451000000000000290e-01
3.290000000000000147e-01 6.701000000000000290e-01
5.849999999999999645e-01 4.149999999999999800e-01
8.579999999999999849e-01 1.419999999999999873e-01
6.999999999999999556e-01 2.999999999999999889e-01
4.540000000000000147e-01 5.451000000000000290e-01
5.849999999999999645e-01 4.149999999999999800e-01
8.579999999999999849e-01 1.419999999999999873e-01
2.999999999999999889e-01 6.999999999999999556e-01
5.849999999999999645e-01 4.149999999999999800e-01
2.999999999999999889e-01 6.999999999999999556e-01
5.849999999999999645e-01 4.149999999999999800e-01
6.999999999999999556e-01 2.999999999999999889e-01
9.899999999999999911e-01 1.000000000000000021e-02
3.290000000000000147e-01 6.701000000000000290e-01
0.000000000000000000e+00 0.000000000000000000e+00
2.999999999999999889e-01 6.999999999999999556e-01
3.290000000000000147e-01 6.701000000000000290e-01
5.849999999999999645e-01 4.149999999999999800e-01
2.999999999999999889e-01 6.999999999999999556e-01
8.579999999999999849e-01 1.419999999999999873e-01
9.899999999999999911e-01 1.000000000000000021e-02
2.999999999999999889e-01 6.999999999999999556e-01
9.899999999999999911e-01 1.000000000000000021e-02
4.540000000000000147e-01 5.451000000000000290e-01
7.196000000000000174e-01 2.803999999999999826e-01
3.290000000000000147e-01 6.701000000000000290e-01
4.540000000000000147e-01 5.451000000000000290e-01
4.540000000000000147e-01 5.451000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
5.849999999999999645e-01 4.149999999999999800e-01
4.540000000000000147e-01 5.451000000000000290e-01
5.849999999999999645e-01 4.149999999999999800e-01
4.540000000000000147e-01 5.451000000000000290e-01
4.540000000000000147e-01 5.451000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
9.899999999999999911e-01 1.000000000000000021e-02
4.540000000000000147e-01 5.451000000000000290e-01
4.540000000000000147e-01 5.451000000000000290e-01
2.999999999999999889e-01 6.999999999999999556e-01
2.999999999999999889e-01 6.999999999999999556e-01
3.290000000000000147e-01 6.701000000000000290e-01
6.999999999999999556e-01 2.999999999999999889e-01
4.540000000000000147e-01 5.451000000000000290e-01
3.290000000000000147e-01 6.701000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
3.290000000000000147e-01 6.701000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
4.540000000000000147e-01 5.451000000000000290e-01
3.290000000000000147e-01 6.701000000000000290e-01
3.290000000000000147e-01 6.701000000000000290e-01
6.999999999999999556e-01 2.999999999999999889e-01
9.899999999999999911e-01 1.000000000000000021e-02
5.849999999999999645e-01 4.149999999999999800e-01
4.540000000000000147e-01 5.451000000000000290e-01
4.540000000000000147e-01 5.451000000000000290e-01
9.899999999999999911e-01 1.000000000000000021e-02
4.540000000000000147e-01 5.451000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
4.540000000000000147e-01 5.451000000000000290e-01
2.999999999999999889e-01 6.999999999999999556e-01
5.849999999999999645e-01 4.149999999999999800e-01
2.999999999999999889e-01 6.999999999999999556e-01
9.899999999999999911e-01 1.000000000000000021e-02
5.849999999999999645e-01 4.149999999999999800e-01
8.579999999999999849e-01 1.419999999999999873e-01
4.540000000000000147e-01 5.451000000000000290e-01
4.540000000000000147e-01 5.451000000000000290e-01
9.899999999999999911e-01 1.000000000000000021e-02
2.999999999999999889e-01 6.999999999999999556e-01
6.999999999999999556e-01 2.999999999999999889e-01
4.540000000000000147e-01 5.451000000000000290e-01
2.999999999999999889e-01 6.999999999999999556e-01
8.579999999999999849e-01 1.419999999999999873e-01
2.999999999999999889e-01 6.999999999999999556e-01
4.540000000000000147e-01 5.451000000000000290e-01
9.899999999999999911e-01 1.000000000000000021e-02
4.540000000000000147e-01 5.451000000000000290e-01
2.999999999999999889e-01 6.999999999999999556e-01
4.540000000000000147e-01 5.451000000000000290e-01
9.899999999999999911e-01 1.000000000000000021e-02
4.540000000000000147e-01 5.451000000000000290e-01
2.999999999999999889e-01 6.999999999999999556e-01
8.579999999999999849e-01 1.419999999999999873e-01
4.540000000000000147e-01 5.451000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
3.290000000000000147e-01 6.701000000000000290e-01
5.849999999999999645e-01 4.149999999999999800e-01
8.579999999999999849e-01 1.419999999999999873e-01
2.999999999999999889e-01 6.999999999999999556e-01
3.290000000000000147e-01 6.701000000000000290e-01
6.999999999999999556e-01 2.999999999999999889e-01
4.540000000000000147e-01 5.451000000000000290e-01
9.899999999999999911e-01 1.000000000000000021e-02
4.540000000000000147e-01 5.451000000000000290e-01
4.540000000000000147e-01 5.451000000000000290e-01
4.540000000000000147e-01 5.451000000000000290e-01
4.540000000000000147e-01 5.451000000000000290e-01
4.540000000000000147e-01 5.451000000000000290e-01
8.579999999999999849e-01 1.419999999999999873e-01
2.999999999999999889e-01 6.999999999999999556e-01
6.999999999999999556e-01 2.999999999999999889e-01
4.540000000000000147e-01 5.451000000000000290e-01
9.899999999999999911e-01 1.000000000000000021e-02
4.540000000000000147e-01 5.451000000000000290e-01
0.000000000000000000e+00 0.000000000000000000e+00
3.290000000000000147e-01 6.701000000000000290e-01
